track_num,start,end,speaker,category,phrase,in_liner_notes
7,0:56,0:58,jack,lgm,So let's get married,yes
7,0:59,1:02,jack,alone,I don't wanna walk alone,yes
7,1:02,1:04,jack,lgm,Let's just get married,yes
7,1:05,1:08,jack,alone,Don't want to walk alone,yes
7,1:09,1:11,jack,lgm,So let's get married,no
7,1:12,1:15,jack,alone,"Cause we don't wanna walk alone, or run away",yes
7,1:16,1:19,lena,misc,"Sit down, breathe, and just listen",yes
7,1:18,1:21,jack,misc,"Oh, my honey, they think they know what we're going through",yes
7,1:21,1:23,jack,misc,They don't know nothing,typo
7,1:24,1:26,jack,misc,And I know it's bad when we look out,yes
7,1:27,1:29,jack,misc,"But bad, bad people don't live in our house",yes
7,1:30,1:32,jack,misc,I'm gonna get right for you honey,yes
7,1:33,1:36,jack,misc,"I'll take all of my medicine, spend you all my money",yes
7,1:36,1:38,jack,misc,And I know it's hard enough to love me,yes
7,1:39,1:43,jack,lgm,"But I woke up in a safe house singing, “Honey, let’s get married”",sorta
7,1:45,1:47,jack,alone,Don't want to walk alone,no
7,1:48,1:49,jack,lgm,So let's get married,no
7,1:51,1:52,jack,alone,I don't want to walk alone,no
7,1:54,1:56,jack,lgm,Let's just get married,no
7,1:57,1:59,jack,alone,Don't want to walk alone,no
7,2:00,2:02,jack,lgm,So let's get married,no
7,2:03,2:06,jack,alone,"Cause we don't wanna walk alone, or run away",no
7,2:07,2:10,jack,misc,Change me at all costs,yes
7,2:11,2:13,jack,light,Starlight and star-crossed,typo
7,2:14,2:17,jack,misc,Take me so breathless,yes
7,2:17,2:19,jack,misc,We could be reckless,yes
7,2:20,2:23,jack,misc,Why don't you change me at all costs,typo
7,2:24,2:26,jack,light,Starlight and star-crossed,typo
7,2:27,2:29,jack,misc,Take me so breathless,yes
7,2:31,2:32,backup,misc,We could be reckless,yes
7,2:30,2:34,jack,lgm,"Yeah, I woke up in a safe house singing, “Honey, let’s get married”",no
7,2:35,2:36,jack,alone,Don't want to walk alone,no
7,2:38,2:41,jack,lgm,So let's get married,no
7,2:42,2:44,jack,alone,I don't want to walk alone,no
7,2:45,2:47,jack,lgm,Let's just get married,no
7,2:48,2:50,jack,alone,Don't want to walk alone,no
7,2:51,2:53,jack,lgm,So let's get married,no
7,2:54,2:55,jack,alone,"We don't want to walk alone, or run away",no
7,2:58,2:58,backup,misc,Hey,no
8,0:00,0:04,jack,goodbye,Goodbye to the friends I've had,no
8,0:22,0:22,backup,goodbye,Goodbye,no
8,0:22,0:24,jack,goodbye,Goodbye to the friends I've had,yes
8,0:24,0:24,backup,goodbye,Goodbye,no
8,0:23,0:23,backup,favor,Anybody who'd lend me,no
8,0:24,0:26,jack,goodbye,Goodbye to my upstairs neighbor,yes
8,0:25,0:25,backup,goodbye,Goodbye,no
8,0:27,0:28,jack,goodbye,Goodbye to the kids downstairs,yes
8,0:27,0:27,backup,favor,Anybody who'd lend me,no
8,0:28,0:31,jack,favor,And anybody who'd lend me a favor,yes
8,0:31,0:31,backup,goodbye,Goodbye,no
8,0:32,0:34,jack,goodbye,Goodbye to the friends I've had,no
8,0:33,0:33,backup,goodbye,Goodbye,no
8,0:34,0:36,jack,goodbye,Goodbye to my upstairs neighbor,no
8,0:35,0:35,backup,goodbye,Goodbye,no
8,0:36,0:38,jack,goodbye,Goodbye to the kids downstairs,no
8,0:38,0:38,backup,favor,Anybody who'd lend me,no
8,0:39,0:41,jack,favor,And anybody who'd lend me a favor,no
8,0:40,0:42,jack,favor,Anybody who'd lend me a favor,no
8,0:44,0:44,jack,favor,Lend me a favor,no
8,0:46,0:47,jack,favor,Lend me a favor,no
8,0:48,0:50,jack,favor,Lend me a favor,no
8,0:50,0:51,jack,favor,Anybody who'd lend me,no
8,0:54,0:58,jack,favor,"Mm, anybody who'd lend me, oh",no
8,1:01,1:03,jack,goodbye,Goodbye to the friends I've had,no
8,1:03,1:04,lena,misc,Prepare yourself,no
8,1:03,1:06,jack,walk,Found the sound of my street when I walked in the background,no
8,1:06,1:10,lena,misc,A radical and beautiful act but I haven't taught myself that so I can't teach it,no
8,1:08,1:11,jack,misc,"Everybody used to ball with the war, with the pain",no
8,1:13,1:17,jack,misc,Got my song and I feel like giving up rainbows and crying,no
8,1:18,1:20,jack,els,"Everybody lost somebody, hm",no
8,1:15,1:18,lena,misc,"Growing up with all these fears, and I hope you don't mind I'm just saying all this",no
8,1:19,1:24,lena,misc,"And all these fears and all this pain, I never trusted any of my own feelings",no
8,1:23,1:26,jack,misc,Tearing it all off and the war and whoa-oh-whoa-oh-whoa,no
8,1:25,1:29,lena,misc, I always thought everything was like — I'm just inventing this,no
8,1:27,1:30,jack,misc,Two dollar singing in my song in the fan like whoa-oh-oh,no
8,1:29,1:32,lena,misc,I cause myself so much pain but now it's dignified ,no
8,1:32,1:35,jack,misc,Only wanna rhythm in the side when I'm at your window,no
8,1:33,1:39,lena,misc,I needed this experience but I'm scared I don't deserve it ,no
8,1:37,1:40,lena,misc,Because I didn't give my honest fears,no
8,1:37,1:39,jack,walk,Every night I walk past your window,no
8,1:40,1:42,jack,goodbye,Goodbye to the friends I've had,no
8,1:42,1:44,jack,goodbye,Goodbye to my upstairs neighbor,no
8,1:44,1:46,jack,goodbye,Goodbye to the kids downstairs,no
8,1:47,1:49,jack,favor,And anybody who'd lend me a favor,no
8,1:49,1:51,jack,goodbye,Goodbye to the friends I've had,no
8,1:51,1:54,jack,goodbye,Goodbye to my upstairs neighbor,no
8,1:53,1:56,jack,goodbye,Goodbye to the kids downstairs,no
8,1:57,1:59,jack,favor,And anybody who'd lend me a favor,no
8,1:59,2:01,jack,goodbye,Goodbye to the friends I've had,no
8,2:01,2:01,backup,goodbye,Goodbye,no
8,2:02,2:04,jack,goodbye,Goodbye to my upstairs neighbor,no
8,2:03,2:03,backup,goodbye,Goodbye,no
8,2:04,2:06,jack,goodbye,Goodbye to the kids downstairs,no
8,2:05,2:05,backup,goodbye,Anybody who lend me,no
8,2:05,2:07,jack,favor,Anybody who'd lend me a favor,no
8,2:08,2:08,backup,goodbye,Goodbye,no
8,2:09,2:11,jack,goodbye,Goodbye to the friends I've had,no
8,2:12,2:14,jack,goodbye,Goodbye to my upstairs neighbor,no
8,2:14,2:15,jack,goodbye,Goodbye to the kids downstairs,no
8,2:16,2:18,jack,favor,And anybody who'd lend me a favor,no
8,2:19,2:20,jack,favor,Lend me a favor,no
8,2:21,2:22,jack,favor,Lend me a favor,no
8,2:23,2:24,backup,favor,Lend me a favor,no
8,2:23,2:25,jack,goodbye,Goodbye to the friends I've had,no
8,2:25,2:26,backup,favor,Lend me,no
8,2:26,2:28,jack,favor,Anybody who'd lend me,no
8,2:31,2:34,jack,favor,"Mm, anybody who'd lend me, oh",no
9,0:16,0:19,jack,misc,"Yeah, we talk about getting older like there's so much we haven't done yet",yes
9,0:21,0:23,jack,misc,Some days I'm not here and I don't get dressed,yes
9,0:24,0:27,jack,bed,So I curse my bedroom but I left it all alone,yes
9,0:27,0:30,jack,misc,"Cause all of this time, I'm runaway, runaway, runaway, runaway gone",sorta
9,0:31,0:34,jack,misc,"And everyone is changing, and storefronts rearranging",yes
9,0:35,0:38,jack,misc,I picked up a quarter and I just saw my face,yes
9,0:39,0:42,jack,misc,"But it's all coming back now, and the feeling isn't over",yes
9,0:43,0:45,jack,imtd,"Hey I know I was lost, but I miss those days",yes
9,0:49,0:53,jack,imtd,"I said, la-la-la-lost but I miss those days",sorta
9,0:56,1:01,jack,imtd,I'm talkin' la-la-la-la-la-la-lost but I miss those days,no
9,1:16,1:19,jack,misc,Those days when I'd stand on my sister's rooftop,yes
9,1:20,1:23,jack,misc,Watching our city burn into the night,yes
9,1:23,1:24,jack,misc,I'm not sure that we were meant to survive,yes
9,1:25,1:27,jack,misc,"I was sixteen in a van, driving myself to Florida",yes
9,1:28,1:31,jack,misc,Part of me never left that seat cause,yes
9,1:31,1:33,jack,misc,Nights and weekends still looking for a dream,yes
9,1:34,1:36,jack,weight,"But everyone is changing, and storefronts carry weight now",yes
9,1:37,1:39,jack,misc,I'm sorry that you saw me when I lost my way,yes
9,1:40,1:44,jack,misc,But it's all coming back yeah and the feeling isn't over,sorta
9,1:44,1:47,jack,imtd,"Hey, I know I was lost but I miss those days",yes
9,1:51,1:56,jack,imtd,"I said, la-la-la-la-la-la-lost but I miss those days",sorta
9,1:58,2:03,jack,imtd,I'm talkin' la-la-la-la-la-la-lost but I miss those days,no
9,2:18,2:22,jack,misc,"It feels like everyone is changing, and storefronts rearranging",no
9,2:23,2:25,jack,misc,I picked up a quarter and I just saw my face,no
9,2:26,2:29,jack,misc,"But it's all coming back now, and the feeling isn't over",no
9,2:30,2:34,jack,imtd,"Hey, I know I was lost but I miss those days",no
9,2:34,2:37,jack,imtd,"I know I was lost, but I miss those c'mon",no
9,2:38,2:41,jack,imtd,"Hey, I know I was lost but I miss those days",no
9,2:44,2:50,jack,imtd,"I said, la-la-la-la-la-la-lost but I miss those days",no
9,2:51,2:57,jack,imtd,I'm talkin' la-la-la-la-la-la-lost but I miss those days,no
9,2:57,3:05,jack,imtd,"I said, la-la-la-la-la-la-lost but I miss those days",no
9,3:07,3:12,jack,imtd,I'm talkin' la-la-la-la-la-la-lost but I miss those days,no
9,3:16,3:20,jack,imtd,La-la-la-la-la-la-lost but I miss those days,no
9,3:22,3:27,jack,imtd,La-la-la-la-la-la-lost but I miss those days,no
