album_title,artist,album_id,date,color,title,Track Number,track_num_scaled,rating_rel,rating_abs,comments
Some Nights,fun,17,2/21/2012,#ffd396,It Gets Better,5,0.4,0,0,"<p>I hate this song. I hate it so much that I deleted it from my Spotify library and when I was writing this I forgot that it was even on the album. I don't have much to say besides that I cannot listen to this song. For the purposes of this review I gave it a valiant effort but I couldn't make it through more than two minutes. It's like nails on a chalkboard. Lyrically, sonically, everything. I'm sorry, fun., I still like you but... no.</p>"
Some Nights,fun,17,2/21/2012,#ffd396,Why Am I the One,6,0.5,3,9,
Some Nights,fun,17,2/21/2012,#ffd396,All Alone,7,0.6,2,8,
Some Nights,fun,17,2/21/2012,#ffd396,All Alright,8,0.7,2,9,
Some Nights,fun,17,2/21/2012,#ffd396,One Foot,9,0.8,4,9,"<p>As with many fun. songs, the best part of ""One Foot"" is the bridge. All the bright horns and buoyant production go away and Ruess is left alone, singing</p> <p class=""lyrics"">Maybe I should learn to shut my mouth<br>I am over 25<br>And I can't make a name for myself<br>Some nights I break down and cry<br>I'm lucky that my father's still alive<br>He's been fighting all his life and if this is all I've ever known<br>Then may his soul live on, forever in my song<br>  </p> <p>I misheard that last line as ""forever in my sorrow"" for a good four years. I sort of still like it better than the real lyric. Ruess talks about his parents a lot in his lyrics. I like that, because I identify with his struggle to balance pursuing his dreams and staying close to family and not losing track of his roots.</p>
"
Some Nights,fun,17,2/21/2012,#ffd396,Stars,10,0.9,4,10,"<p>I think ""Stars"" is my favorite track on Some Nights. It's kind of sprawling and long and emotional, which tends to be my type of song, if history tells us anything. I remember when fun was getting big a lot of people criticized their use of autotune, but I never really saw why autotune is automatically a bad thing -- isn't it just another tool used by artists to get the sound in their head out into the world? It's not like Nate Ruess can't sing; he's got a great voice. The autotune in this song is used for effect. They're trying to show how Ruess feels more and more disconnected from his previous life as his fame grows.</p>"
Some Nights,fun,17,2/21/2012,#ffd396,Out On The Town,11,1,4,10,"<p>In a better world, ""Out On The Town"" would have taken ""It Gets Better""'s place on the original album. I don't know why they cut this song. I really love it, and I think that it fits well with the rest of the album, sonically speaking. Thematically, maybe it's a bit off base -- but so was ""It Gets Better"". Who knows.</p>"
Aim and Ignite,fun,16,8/25/2009,#e2db04,Be Calm,1,0,4,10,"<p><i>Be Calm</i> opens the album with a bang, signaling the manic nature of the album to come.</p>"
Aim and Ignite,fun,16,8/25/2009,#e2db04,Benson Hedges,2,0.111111111,3,7,
Aim and Ignite,fun,16,8/25/2009,#e2db04,All The Pretty Girls,3,0.222222222,3,8,
Aim and Ignite,fun,16,8/25/2009,#e2db04,I Wanna Be The One,4,0.333333333,2,4,
Aim and Ignite,fun,16,8/25/2009,#e2db04,At Least I'm Not As Sad (As I Used To Be),5,0.444444444,3,8,
Aim and Ignite,fun,16,8/25/2009,#e2db04,Light A Roman Candle With Me,6,0.555555556,3,4,
Aim and Ignite,fun,16,8/25/2009,#e2db04,Walking The Dog,7,0.666666667,4,9,
Aim and Ignite,fun,16,8/25/2009,#e2db04,Barlights,8,0.777777778,4,8,
Aim and Ignite,fun,16,8/25/2009,#e2db04,The Gambler,9,0.888888889,4,7,
Aim and Ignite,fun,16,8/25/2009,#e2db04,Take Your Time (Coming Home),10,1,4,10,
Pure Heroine,Lorde,14,9/27/2013,#bcbcbc,Tennis Court,1,0,4,9,
Pure Heroine,Lorde,14,9/27/2013,#bcbcbc,400 Lux,2,0.111111111,4,9,
Pure Heroine,Lorde,14,9/27/2013,#bcbcbc,Royals,3,0.222222222,3,9,
Pure Heroine,Lorde,14,9/27/2013,#bcbcbc,Ribs,4,0.333333333,4,10,
Pure Heroine,Lorde,14,9/27/2013,#bcbcbc,Buzzcut Season,5,0.444444444,3,9,
Pure Heroine,Lorde,14,9/27/2013,#bcbcbc,Team,6,0.555555556,4,10,
Pure Heroine,Lorde,14,9/27/2013,#bcbcbc,Glory and Gore,7,0.666666667,3,8,
Pure Heroine,Lorde,14,9/27/2013,#bcbcbc,Still Sane,8,0.777777778,4,9,
Pure Heroine,Lorde,14,9/27/2013,#bcbcbc,White Teeth Teens,9,0.888888889,3,8,
Pure Heroine,Lorde,14,9/27/2013,#bcbcbc,A World Alone,10,1,4,9,
reputation,Taylor Swift,11,11/10/2017,#737773,...Ready For It?,1,0,2,7,
reputation,Taylor Swift,11,11/10/2017,#737773,End Game,2,0.071428571,0,0,
reputation,Taylor Swift,11,11/10/2017,#737773,I Did Something Bad,3,0.142857143,4,6,
reputation,Taylor Swift,11,11/10/2017,#737773,Don't Blame Me,4,0.214285714,3,7,
reputation,Taylor Swift,11,11/10/2017,#737773,Delicate,5,0.285714286,4,9,
reputation,Taylor Swift,11,11/10/2017,#737773,Look What You Made Me Do,6,0.357142857,3,9,
reputation,Taylor Swift,11,11/10/2017,#737773,So It Goes...,7,0.428571429,3,8,
reputation,Taylor Swift,11,11/10/2017,#737773,Gorgeous,8,0.5,1,5,
reputation,Taylor Swift,11,11/10/2017,#737773,Getaway Car,9,0.571428571,3,8,
reputation,Taylor Swift,11,11/10/2017,#737773,King Of My Heart,10,0.642857143,3,9,
reputation,Taylor Swift,11,11/10/2017,#737773,Dancing With Our Hands Tied,11,0.714285714,3,9,
reputation,Taylor Swift,11,11/10/2017,#737773,Dress,12,0.785714286,2,6,
reputation,Taylor Swift,11,11/10/2017,#737773,This Is Why We Can't Have Nice Things,13,0.857142857,3,9,
reputation,Taylor Swift,11,11/10/2017,#737773,Call It What You Want,14,0.928571429,4,10,
reputation,Taylor Swift,11,11/10/2017,#737773,New Year's Day,15,1,3,9,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,Welcome To New York,1,0,2,6,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,Blank Space,2,0.076923077,3,7,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,Style,3,0.153846154,4,9,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,Out Of The Woods,4,0.230769231,4,10,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,All You Had To Do Was Stay,5,0.307692308,2,7,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,Shake It Off,6,0.384615385,1,7,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,I Wish You Would,7,0.461538462,2,7,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,Bad Blood,8,0.538461538,0,5,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,Wildest Dreams,9,0.615384615,4,9,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,How You Get The Girl,10,0.692307692,2,7,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,This Love,11,0.769230769,4,10,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,I Know Places,12,0.846153846,3,8,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,Clean,13,0.923076923,4,10,
1989,Taylor Swift,10,10/27/2014,#d7c7ea,You Are in Love,14,1,4,10,
St Vincent,St Vincent,4,2/24/2014,#f566b8,Rattlesnake,1,0,2,7,
St Vincent,St Vincent,4,2/24/2014,#f566b8,Birth In Reverse,2,0.1,3,8,
St Vincent,St Vincent,4,2/24/2014,#f566b8,Prince Johnny,3,0.2,4,9,
St Vincent,St Vincent,4,2/24/2014,#f566b8,Huey Newton,4,0.3,2,6,
St Vincent,St Vincent,4,2/24/2014,#f566b8,Digital Witness,5,0.4,4,8,
St Vincent,St Vincent,4,2/24/2014,#f566b8,I Prefer Your Love,6,0.5,3,6,
St Vincent,St Vincent,4,2/24/2014,#f566b8,Regret,7,0.6,2,6,
St Vincent,St Vincent,4,2/24/2014,#f566b8,Bring Me Your Loves,8,0.7,1,4,
St Vincent,St Vincent,4,2/24/2014,#f566b8,Psychopath,9,0.8,2,8,
St Vincent,St Vincent,4,2/24/2014,#f566b8,Every Tear Disappears,10,0.9,3,4,
St Vincent,St Vincent,4,2/24/2014,#f566b8,Severed Crossed Fingers,11,1,4,10,
Strange Mercy,St Vincent,3,9/12/2011,#ccd2dd,Chloe In The Afternoon,1,0,3,6,
Strange Mercy,St Vincent,3,9/12/2011,#ccd2dd,Cruel,2,0.1,4,8,
Strange Mercy,St Vincent,3,9/12/2011,#ccd2dd,Cheerleader,3,0.2,4,10,
Strange Mercy,St Vincent,3,9/12/2011,#ccd2dd,Surgeon,4,0.3,4,9,
Strange Mercy,St Vincent,3,9/12/2011,#ccd2dd,Northern Lights,5,0.4,2,8,
Strange Mercy,St Vincent,3,9/12/2011,#ccd2dd,Strange Mercy,6,0.5,4,10,
Strange Mercy,St Vincent,3,9/12/2011,#ccd2dd,Neutered Fruit,7,0.6,2,9,
Strange Mercy,St Vincent,3,9/12/2011,#ccd2dd,Champagne Year,8,0.7,2,8,
Strange Mercy,St Vincent,3,9/12/2011,#ccd2dd,Dilettante,9,0.8,3,8,
Strange Mercy,St Vincent,3,9/12/2011,#ccd2dd,Hysterical Strength,10,0.9,2,8,
Strange Mercy,St Vincent,3,9/12/2011,#ccd2dd,Year of the Tiger,11,1,4,10,
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,Bullet,1,0,4,9,"<p>In the album opener, Steel Train channels some serious Bruce Springsteen.</p>"
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,Turnpike Ghost,2,0.090909091,3,10,
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,You and I Undercover,3,0.181818182,4,9,
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,You are Dangerous,4,0.272727273,2,7,
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,S.O.G. Burning in Hell,5,0.363636364,2,8,
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,Touch Me Bad,6,0.454545455,4,10,
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,Behavior,7,0.545454545,4,8,
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,Children in the 90s (I'm Not the Same),8,0.636363636,4,9,
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,Soldier in the Army,9,0.727272727,3,9,
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,Bloody Lips,10,0.818181818,2,8,
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,The Speedway Motor Racers Club,11,0.909090909,2,7,
Steel Train,Steel Train,13,6/29/2010,#b1d8d8,Fall Asleep,12,1,4,10,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,I Feel Weird,1,0,4,9,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,Black Eye,2,0.090909091,2,8,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,Kill Monsters In The Rain,3,0.181818182,3,8,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,Dakota,4,0.272727273,3,8,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,Alone On The Sea,5,0.363636364,2,8,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,Firecracker,6,0.454545455,3,9,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,A Magazine,7,0.545454545,3,8,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,Diamonds In The Sky,8,0.636363636,2,7,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,Leave You Traveling,9,0.727272727,4,6,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,I've Let You Go,10,0.818181818,2,6,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,School Is For Losers,11,0.909090909,1,5,
Trampoline,Steel Train,12,10/16/2007,#c1bc91,Women I Belong To,12,1,4,10,
Turn Out The Lights,Julien Baker,22,10/27/2017,#491149,Over,1,0,2,5,
Turn Out The Lights,Julien Baker,22,10/27/2017,#491149,Appointments,2,0.1,3,7,
Turn Out The Lights,Julien Baker,22,10/27/2017,#491149,Turn Out The Lights,3,0.2,3,7,
Turn Out The Lights,Julien Baker,22,10/27/2017,#491149,Shadowboxing,4,0.3,3,8,
Turn Out The Lights,Julien Baker,22,10/27/2017,#491149,Sour Breath,5,0.4,4,8,
Turn Out The Lights,Julien Baker,22,10/27/2017,#491149,Televangelist,6,0.5,2,5,
Turn Out The Lights,Julien Baker,22,10/27/2017,#491149,Everything to Help You Sleep,7,0.6,2,5,
Turn Out The Lights,Julien Baker,22,10/27/2017,#491149,Happy to Be Here,8,0.7,4,10,
Turn Out The Lights,Julien Baker,22,10/27/2017,#491149,Hurt Less,9,0.8,4,9,
Turn Out The Lights,Julien Baker,22,10/27/2017,#491149,Even,10,0.9,3,9,
Turn Out The Lights,Julien Baker,22,10/27/2017,#491149,Claws in Your Back,11,1,3,7,
High As Hope,Florence + the Machine,21,6/29/2018,#bfc997,June,1,0,3,6,
High As Hope,Florence + the Machine,21,6/29/2018,#bfc997,Hunger,2,0.111111111,4,8,
High As Hope,Florence + the Machine,21,6/29/2018,#bfc997,South London Forever,3,0.222222222,3,7,
High As Hope,Florence + the Machine,21,6/29/2018,#bfc997,Big God,4,0.333333333,4,6,
High As Hope,Florence + the Machine,21,6/29/2018,#bfc997,Sky Full of Song,5,0.444444444,4,7,
High As Hope,Florence + the Machine,21,6/29/2018,#bfc997,Grace,6,0.555555556,3,6,
High As Hope,Florence + the Machine,21,6/29/2018,#bfc997,Patricia,7,0.666666667,3,5,
High As Hope,Florence + the Machine,21,6/29/2018,#bfc997,100 Years,8,0.777777778,3,5,
High As Hope,Florence + the Machine,21,6/29/2018,#bfc997,The End of Love,9,0.888888889,3,6,
High As Hope,Florence + the Machine,21,6/29/2018,#bfc997,No Choir,10,1,4,7,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,I Got You,1,0,3,6,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,Adore,2,0.076923077,4,8,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,All Loved Up,3,0.153846154,4,7,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,I Said Hi,4,0.230769231,4,7,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,The Idiot,5,0.307692308,2,5,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,Never Coming Back,6,0.384615385,3,5,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,Leave Us Alone,7,0.461538462,3,5,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,Psycho,8,0.538461538,4,7,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,Don't Turn Around,9,0.615384615,4,7,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,Middle of the Night,10,0.692307692,2,6,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,Mess Her Up,11,0.769230769,3,7,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,The Slow Song,12,0.846153846,4,6,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,I'm A Liar,13,0.923076923,2,6,
Love Monster,Amy Shark,20,7/13/2018,#d6bd00,You Think I Think I Sound Like God,14,1,3,7,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c1,The First Single (You Know Me),1,0,4,8,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c1,"Wait, Wait, Wait",2,0.090909091,2,5,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c1,Give It Up,3,0.181818182,3,6,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c1,Tie The Rope,4,0.272727273,3,7,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c1,Tune Out,5,0.363636364,1,2,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c1,"I'm Ready, I Am",6,0.454545455,2,4,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c1,On Your Porch,7,0.545454545,4,10,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c1,Sore Thumb,8,0.636363636,1,2,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c1,A Mess To Be Made,9,0.727272727,4,9,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c1,Let's Make This Moment A Crime,10,0.818181818,1,2,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c1,Career Day,11,0.909090909,1,4,
Interventions & Lullabies,The Format,29,10/21/2003,#9ac2c2,A Save Situation,12,1,4,9,
Red,Taylor Swift,9,10/22/2012,#bc1818,State of Grace,1,0,3,7,
Red,Taylor Swift,9,10/22/2012,#bc1818,Red,2,0.066666667,4,9,
Red,Taylor Swift,9,10/22/2012,#bc1818,Treacherous,3,0.133333333,2,6,
Red,Taylor Swift,9,10/22/2012,#bc1818,I Knew You Were Trouble.,4,0.2,3,8,
Red,Taylor Swift,9,10/22/2012,#bc1818,All Too Well,5,0.266666667,4,10,
Red,Taylor Swift,9,10/22/2012,#bc1818,22,6,0.333333333,2,7,
Red,Taylor Swift,9,10/22/2012,#bc1818,I Almost Do,7,0.4,2,6,
Red,Taylor Swift,9,10/22/2012,#bc1818,We Are Never Ever Getting Back Together,8,0.466666667,4,9,
Red,Taylor Swift,9,10/22/2012,#bc1818,Stay Stay Stay,9,0.533333333,2,5,
Red,Taylor Swift,9,10/22/2012,#bc1818,The Last Time,10,0.6,2,5,
Red,Taylor Swift,9,10/22/2012,#bc1818,Holy Ground,11,0.666666667,2,6,
Red,Taylor Swift,9,10/22/2012,#bc1818,Sad Beautiful Tragic,12,0.733333333,1,7,
Red,Taylor Swift,9,10/22/2012,#bc1818,The Lucky One,13,0.8,1,4,
Red,Taylor Swift,9,10/22/2012,#bc1818,Everything Has Changed,14,0.866666667,1,3,
Red,Taylor Swift,9,10/22/2012,#bc1818,Starlight,15,0.933333333,1,3,
Red,Taylor Swift,9,10/22/2012,#bc1818,Begin Again,16,1,4,9,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,Fearless,1,0,4,7,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,Fifteen,2,0.083333333,4,7,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,Love Story,3,0.166666667,4,8,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,Hey Stephen,4,0.25,3,6,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,White Horse,5,0.333333333,2,4,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,You Belong With Me,6,0.416666667,4,8,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,Breathe,7,0.5,2,4,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,Tell Me Why,8,0.583333333,1,3,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,You're Not Sorry,9,0.666666667,1,3,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,The Way I Loved You,10,0.75,3,6,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,Forever & Always,11,0.833333333,1,4,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,The Best Day,12,0.916666667,4,9,
Fearless,Taylor Swift,7,11/11/2008,#fff7bc,Change,13,1,1,4,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,Tim McGraw,1,0,2,6,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,Picture to Burn,2,0.076923077,1,3,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,Teardrops On My Guitar,3,0.153846154,3,8,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,A Place in this World,4,0.230769231,1,2,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,Cold As You,5,0.307692308,2,5,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,The Outside,6,0.384615385,1,4,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,Tied Together with a Smile,7,0.461538462,1,4,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,Stay Beautiful,8,0.538461538,1,3,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,Should've Said No,9,0.615384615,2,5,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,Mary's Song (Oh My My My),10,0.692307692,1,3,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,Our Song,11,0.769230769,4,8,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,I'm Only Me When I�m With You,12,0.846153846,1,3,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,Invisible,13,0.923076923,1,3,
Taylor Swift,Taylor Swift,6,10/24/2006,#4acee0,A Perfectly Good Heart,14,1,1,3,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Mine,1,0,4,10,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Sparks Fly,2,0.076923077,3,7,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Back To December,3,0.153846154,4,8,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Speak Now,4,0.230769231,3,6,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Dear John,5,0.307692308,3,7,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Mean,6,0.384615385,3,7,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,The Story of Us,7,0.461538462,4,7,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Never Grow Up,8,0.538461538,4,9,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Enchanted,9,0.615384615,3,7,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Better Than Revenge,10,0.692307692,2,3,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Innocent,11,0.769230769,2,3,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Haunted,12,0.846153846,2,3,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Last Kiss,13,0.923076923,3,6,
Speak Now,Taylor Swift,8,10/25/2010,#df6dff,Long Live,14,1,4,7,
Actor,St Vincent,2,5/4/2009,#ffaa72,The Strangers,1,0,1,3,
Actor,St Vincent,2,5/4/2009,#ffaa72,Save Me From What I Want,2,0.1,1,5,
Actor,St Vincent,2,5/4/2009,#ffaa72,The Neighbors,3,0.2,1,3,
Actor,St Vincent,2,5/4/2009,#ffaa72,Actor Out Of Work,4,0.3,4,9,
Actor,St Vincent,2,5/4/2009,#ffaa72,Black Rainbow,5,0.4,1,3,
